SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
871/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-09-25,ND,ND,ND,ND,ND,ND,ND
872/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-09-20,ND,ND,ND,ND,ND,ND,ND
873/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-09-20,ND,ND,ND,ND,ND,ND,ND
874/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-09-26,ND,ND,ND,ND,ND,ND,30500
875/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-09-26,ND,ND,ND,ND,ND,ND,ND
877/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-09-25,ND,ND,ND,4400,ND,ND,ND
878/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-09-25,ND,ND,ND,2200,ND,ND,ND
879/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-09-25,ND,100,ND,400,ND,ND,ND
880/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62560444,Paulsgrove,2023-09-26,ND,ND,ND,ND,ND,ND,ND
881/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-09-26,ND,ND,ND,800,ND,ND,ND
882/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-09-26,ND,ND,ND,ND,ND,ND,100
883/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-09-25,ND,600,ND,ND,ND,ND,200
884/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-09-27,ND,ND,ND,160,ND,ND,ND
885/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-09-27,ND,ND,ND,ND,ND,ND,ND
887/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-09-27,ND,ND,ND,ND,ND,ND,ND
888/23,Morecambe Bay - East,B047S,Lancaster CC,SD41116169,Heysham,2023-09-27,ND,ND,ND,ND,ND,ND,ND
889/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-09-28,ND,ND,ND,ND,ND,ND,ND
890/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-09-28,ND,ND,ND,ND,ND,ND,ND
891/23,Conwy,B044V,Conwy CBC,SH77617954,Conwy West,2023-10-02,ND,ND,ND,2160,ND,ND,ND
892/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-10-02,ND,ND,ND,400,ND,ND,ND
893/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-10-02,ND,560,ND,560,ND,ND,9000
894/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-10-02,ND,1840,ND,760,ND,ND,310000
895/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-10-02,ND,720,ND,480,ND,ND,5960
896/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-10-02,ND,ND,ND,ND,ND,ND,ND
897/23,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2023-10-02,ND,ND,ND,ND,ND,ND,ND
898/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-10-02,ND,ND,ND,ND,ND,ND,ND
899/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-10-02,ND,ND,ND,ND,ND,ND,ND
900/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-10-03,ND,ND,ND,200,ND,ND,ND
901/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-10-02,ND,ND,ND,ND,ND,ND,ND
902/23,Câr y Môr,B097D,Pembrokeshire CC,SM725823,Porthllisky,2023-10-02,ND,ND,ND,320,ND,ND,ND
903/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-10-03,ND,ND,ND,800,ND,ND,ND
904/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-10-03,ND,ND,ND,ND,ND,ND,ND
905/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-10-02,ND,80,ND,320,ND,ND,ND
906/23,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2023-10-02,not tested,not tested,not tested,not tested,not tested,not tested,not tested
908/23,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2023-10-04,ND,ND,ND,ND,ND,ND,200
909/23,Fal (Lower),B33BG,Cornwall PHA,SW82803517,Mylor Pool,2023-10-04,ND,ND,ND,400,ND,ND,ND
910/23,Fal (Upper),B033E,Cornwall PHA,SW85134212,Grimes Bar,2023-10-04,ND,ND,ND,ND,ND,ND,ND
911/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-10-04,ND,ND,ND,ND,ND,ND,ND
912/23,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2023-10-03,ND,ND,ND,3400,ND,ND,ND
913/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-10-03,ND,ND,ND,ND,ND,ND,ND
914/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-10-04,ND,ND,ND,ND,ND,ND,ND
915/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-10-04,ND,ND,ND,ND,ND,ND,ND
916/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-10-04,ND,ND,ND,ND,ND,ND,ND
917/23,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2023-10-05,ND,ND,ND,480,ND,ND,ND
918/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-10-05,ND,80,ND,1560,ND,ND,25840
919/23,Blakeney,B006R,North Norfolk DC,TF91604549,Wells - The Pool,2023-10-05,ND,ND,ND,400,ND,ND,ND
920/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-10-09,ND,1300,ND,7400,ND,ND,445000
921/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-10-09,ND,440,ND,5840,ND,ND,8560
922/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-10-09,ND,880,ND,9160,ND,ND,4080
923/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-10-09,ND,ND,ND,800,ND,ND,ND
924/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-10-10,ND,ND,ND,ND,ND,ND,ND
925/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-10-10,ND,ND,ND,13900,ND,ND,ND
926/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-10-10,ND,ND,ND,5500,ND,ND,ND
927/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-10-11,ND,ND,ND,ND,ND,ND,ND
928/23,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2023-10-11,ND,ND,ND,ND,ND,ND,ND
930/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-10-11,ND,ND,ND,ND,ND,ND,ND
931/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126170,Heysham,2023-10-11,ND,ND,ND,ND,ND,ND,ND
932/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-10-11,ND,ND,ND,ND,ND,ND,ND
933/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-10-16,ND,ND,ND,160,ND,ND,ND
934/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-10-16,ND,80,ND,1280,ND,ND,3360
935/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-10-16,ND,40,ND,1600,ND,ND,ND
936/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-10-16,ND,ND,ND,ND,ND,ND,ND
937/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-10-15,ND,ND,ND,ND,ND,ND,ND
938/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-10-16,ND,ND,ND,ND,ND,ND,ND
939/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-10-16,ND,ND,ND,ND,ND,ND,ND
940/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-10-17,ND,ND,ND,ND,ND,ND,ND
941/23,Burry Inlet,B038L,City and Council of Swansea,SS45059688,Whitford Point,2023-10-17,ND,ND,ND,ND,ND,ND,ND
942/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-10-17,ND,ND,ND,ND,ND,ND,ND
943/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-10-17,ND,ND,ND,400,ND,ND,ND
944/23,Teign,B27AC,Teignbridge DC,SX93372729,Gas Works East,2023-10-17,ND,ND,ND,ND,ND,ND,ND
945/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-10-18,ND,ND,ND,ND,ND,ND,ND
946/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-10-19,ND,ND,ND,600,ND,ND,ND
947/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-10-23,not tested,not tested,not tested,not tested,not tested,not tested,not tested
948/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-10-23,not tested,not tested,not tested,not tested,not tested,not tested,not tested
949/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-10-24,ND,ND,ND,ND,ND,ND,ND
950/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-10-25,ND,ND,ND,ND,ND,ND,ND
952/23,West Mersea,B013Z,Colchester BC,TL99951309,The Hard,2023-10-25,ND,ND,ND,ND,ND,ND,ND
953/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-10-25,ND,40,ND,ND,ND,ND,ND
954/23,Dart,B028B,South Hams DC,SX87415599,Waddeton,2023-10-30,ND,ND,ND,ND,ND,ND,ND
955/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-11-01,ND,ND,ND,ND,ND,ND,ND
956/23,Blakeney,B006R,North Norfolk DC,TF91604549,Wells - The Pool,2023-11-02,ND,ND,ND,ND,ND,ND,ND
957/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-11-06,ND,ND,ND,ND,ND,ND,ND
958/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-11-06,ND,ND,ND,ND,ND,ND,ND
959/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-11-07,ND,ND,ND,ND,ND,ND,ND
960/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-11-07,ND,ND,ND,ND,ND,ND,ND
961/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-11-07,ND,ND,ND,ND,ND,ND,ND
962/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-11-07,ND,ND,ND,500,ND,ND,ND
963/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-11-06,ND,ND,ND,800,ND,ND,ND
964/23,West Mersea,B013Z,Colchester BC,TL99921300,The Hard,2023-11-08,ND,ND,ND,ND,ND,ND,ND
966/23,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2023-11-07,ND,ND,ND,ND,ND,ND,ND
967/23,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2023-11-07,ND,ND,ND,ND,ND,ND,ND
968/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-11-08,ND,ND,ND,240,ND,ND,200
970/23,Colne,B012F,Colchester BC,TM06201600,Pyefleet Spit,2023-11-09,ND,ND,ND,ND,ND,ND,ND
971/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-11-09,ND,ND,ND,ND,ND,ND,ND
972/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-11-13,ND,ND,ND,ND,ND,ND,ND
973/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-11-13,ND,ND,ND,ND,ND,ND,ND
974/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-11-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
975/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-11-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
976/23,Câr y Môr,B097A,Pembrokeshire CC,SM71832397,Carn ar Wig,2023-11-11,ND,ND,ND,ND,ND,ND,ND
977/23,Burry Inlet,B038L,City and Council of Swansea,SS45059688,Whitford Point,2023-11-14,ND,ND,ND,300,ND,ND,ND
978/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-11-14,ND,ND,ND,ND,ND,ND,ND
979/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126169,Heysham,2023-11-14,not tested,not tested,not tested,not tested,not tested,not tested,not tested
980/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU70560339,Paulsgrove,2023-11-14,ND,ND,ND,400,ND,ND,ND
981/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-11-14,ND,ND,ND,ND,ND,ND,ND
982/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-11-15,ND,ND,ND,ND,ND,ND,ND
983/23,Conwy,B044V,Conwy CBC,SH77617954,Conwy West,2023-11-15,ND,ND,ND,3000,ND,ND,ND
984/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-11-14,ND,ND,ND,ND,ND,ND,ND
985/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-11-15,ND,ND,ND,ND,ND,ND,ND
986/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-11-15,ND,ND,ND,ND,ND,ND,ND
987/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-11-15,ND,ND,ND,ND,ND,ND,ND
988/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-11-15,ND,ND,ND,200,ND,ND,ND
989/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-11-15,not tested,not tested,not tested,not tested,not tested,not tested,not tested
990/23,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2023-11-16,ND,ND,ND,ND,ND,ND,ND
991/23,Fal (Lower),B33BG,Cornwall PHA,SW82803517,Mylor Pool,2023-11-16,ND,ND,ND,160,ND,ND,ND
992/23,Fal (Upper),B033E,Cornwall PHA,SW85134212,Grimes Bar,2023-11-16,ND,ND,ND,ND,ND,ND,ND
993/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-11-16,ND,ND,ND,ND,ND,ND,ND
994/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-11-16,ND,ND,ND,ND,ND,ND,ND
995/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-11-20,ND,ND,ND,ND,ND,ND,ND
996/23,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2023-11-20,ND,ND,ND,ND,ND,ND,ND
997/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-11-21,ND,ND,ND,1000,ND,ND,ND
998/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-11-20,ND,ND,ND,ND,ND,ND,100
999/23,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2023-11-20,ND,ND,ND,400,ND,ND,ND
1000/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-11-20,ND,ND,ND,ND,ND,ND,ND
1001/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-11-21,ND,ND,ND,ND,ND,ND,ND
1002/23,Teign,B27AC,Teignbridge DC,SX93372729,Gas Works East,2023-11-21,ND,ND,ND,ND,ND,ND,ND
1003/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-11-21,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1004/23,Morecambe Bay - East,B047S,Lancaster CC,SD41116169,Heysham,2023-11-23,ND,ND,ND,ND,ND,ND,ND
1005/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-11-23,ND,ND,ND,ND,ND,ND,ND
1006/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-11-27,ND,ND,ND,ND,ND,ND,ND
1007/23,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2023-11-26,ND,ND,ND,ND,ND,ND,ND
1008/23,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2023-11-27,ND,ND,ND,ND,ND,ND,ND
1009/23,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2023-11-28,ND,ND,ND,1400,ND,ND,ND
1010/23,Walton Backwaters,B011Q,Tendring DC,SI86692556,Twizzle,2023-11-28,ND,ND,ND,ND,ND,ND,ND
1011/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-11-27,ND,ND,ND,ND,ND,ND,ND
1012/23,Lune,B066Z,Wyre BC,SD34194862,Knott Spit,2023-11-27,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1014/23,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1015/23,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1016/23,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2023-12-04,ND,ND,ND,1080,ND,ND,ND
1017/23,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1018/23,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79304452,Norton Creek Mussels,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1019/23,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1020/23,Porlock Relay,B094E,Somerset Council,SS87184778,Porlock Relay,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1021/23,Swale,B076P,Swale BC,TR01316497,The Causeway,2023-12-04,ND,ND,ND,ND,ND,ND,ND
1022/23,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1023/23,Burry Inlet,B38AL,City and Council of Swansea,SS51639603,Salthouse Pill,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1024/23,Blakeney,B006R,North Norfolk DC,TF91604549,Wells - The Pool,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1025/23,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1026/23,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1027/23,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1028/23,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1029/23,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2023-12-05,ND,ND,ND,200,ND,ND,ND
1030/23,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1031/23,Swansea,B037U,Swansea PHA,SS67649220,Queens Dock,2023-12-06,ND,ND,ND,ND,ND,ND,40
1032/23,Fal (Lower),B33BW,Cornwall PHA,SW83663789,East Bank North,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1033/23,Fal (Lower),B33BG,Cornwall PHA,SW82803517,Mylor Pool,2023-12-06,ND,ND,ND,80,ND,ND,ND
1034/23,Fal (Upper),B033E,Cornwall PHA,SW85134212,Grimes Bar,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1035/23,Fal (Upper),B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1036/23,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1037/23,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1038/23,North Kent Coast ,B17CR,London PHA,TR32937761,N. Margate and Pan Sand TECFO 15 ,2023-12-07,ND,ND,ND,ND,ND,ND,ND
1039/23,Exe,B26BH,Teignbridge DC,SX97248072,Cockwood Harbour,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1040/23,Teign,B27AC,Teignbridge DC,SX93372729,Gas Works East,2023-12-06,ND,ND,ND,ND,ND,ND,ND
1041/23,Lyme Bay,B090M,Torbay BC,SY13687543,Site 1,2023-12-05,ND,ND,ND,ND,ND,ND,ND
1042/23,Helford,B034W,Cornwall PHA,SW75512764,Porth Navas Quay,2023-12-07,ND,ND,ND,ND,ND,ND,ND
1043/23,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1044/23,The Wash,B003V,Boston BC,TF44234098,Toft,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1045/23,North Kent Coast,B17BS,Canterbury CC,TR10526680,WOCO Westbeach,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1046/23,Burry Inlet,B038L,City and Council of Swansea,SS45059688,Whitford Point,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1047/23,West Mersea,B013Z,Colchester BC,TL99921299,The Hard,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1049/23,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2023-12-11,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1050/23,Morecambe Bay - East,B047S,Lancaster CC,SD41126170,Heysham,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1051/23,Roach,B73AF,London PHA,TQ94909207,Paglesham,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1052/23,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2023-12-11,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1054/23,Colne,B012F,Colchester BC,TM06231590,Pyefleet Spit,2023-12-12,ND,ND,ND,ND,ND,ND,ND
1055/23,Conwy,B044V,Conwy CBC,SH77617954,Conwy West,2023-12-12,ND,ND,ND,600,ND,ND,ND
1056/23,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65953700,Stubborn Sand,2023-12-12,ND,ND,ND,800,ND,ND,ND
1057/23,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2023-12-11,ND,ND,ND,ND,ND,ND,ND
1058/23,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2023-12-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1059/23,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2023-12-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1060/23,Lune,B066Z,Wyre BC,SD34194862,Knott Spit,2023-12-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1061/23,Lune,B066Z,Wyre BC,SD34194862,Knott Spit,2023-12-13,not tested,not tested,not tested,not tested,not tested,not tested,not tested
1062/23,Camel,B35AE,Cornwall CC,SW93567540,Porthilly Rock B,2023-12-18,not tested,not tested,not tested,not tested,not tested,not tested,not tested
